Day,Restaurant,Product_Category,Expected_Usage,Quantity_Sold,Percentage_Required,Received_Order_Volume,Inventory_Gap
1,7,Beverages,142.82,426,0.32285714285714284,169.0,26.180000000000007
1,7,Dairy,64.39999999999999,426,0.1657142857142857,79.0,14.600000000000009
1,7,Meat,43.74,426,0.09428571428571429,54.0,10.259999999999998
1,7,Vegetables,130.86,426,0.32,144.0,13.139999999999986
1,8,Bakery,44.28,446,0.09714285714285713,51.0,6.719999999999999
1,8,Beverages,155.5,446,0.32285714285714284,171.0,15.5
1,8,Dairy,72.5,446,0.1657142857142857,82.0,9.5
1,8,Meat,39.54,446,0.09428571428571429,49.0,9.46
1,8,Vegetables,134.18,446,0.32,154.0,19.819999999999993
1,9,Bakery,43.540000000000006,392,0.09714285714285713,54.0,10.459999999999994
1,9,Beverages,124.16,392,0.32285714285714284,144.0,19.840000000000003
1,9,Dairy,61.05,392,0.1657142857142857,75.0,13.950000000000003
1,9,Meat,41.4,392,0.09428571428571429,53.0,11.600000000000001
1,9,Vegetables,121.85,392,0.32,149.0,27.150000000000006
1,10,Bakery,40.400000000000006,484,0.09714285714285713,51.0,10.599999999999994
1,10,Beverages,160.26,484,0.32285714285714284,184.0,23.74000000000001
1,10,Dairy,78.65,484,0.1657142857142857,90.0,11.349999999999994
1,10,Meat,36.92,484,0.09428571428571429,42.0,5.079999999999998
1,10,Vegetables,167.77,484,0.32,194.0,26.22999999999999
1,11,Bakery,31.78,334,0.09714285714285713,39.0,7.219999999999999
1,11,Beverages,111.28,334,0.32285714285714284,130.0,18.72
1,11,Dairy,52.1,334,0.1657142857142857,60.0,7.899999999999999
1,11,Meat,38.58,334,0.09428571428571429,43.0,4.420000000000002
1,11,Vegetables,100.25999999999999,334,0.32,118.0,17.74000000000001
1,12,Bakery,42.480000000000004,433,0.09714285714285713,51.0,8.519999999999996
1,12,Beverages,134.86,433,0.32285714285714284,159.0,24.139999999999986
1,12,Dairy,66.4,433,0.1657142857142857,78.0,11.599999999999994
1,12,Meat,37.22,433,0.09428571428571429,42.0,4.780000000000001
1,12,Vegetables,152.04000000000002,433,0.32,179.0,26.95999999999998
1,13,Bakery,34.28,340,0.09714285714285713,41.0,6.719999999999999
1,13,Beverages,99.24,340,0.32285714285714284,121.0,21.760000000000005
1,13,Dairy,51.580000000000005,340,0.1657142857142857,62.0,10.419999999999995
1,13,Meat,30.98,340,0.09428571428571429,36.0,5.02
1,13,Vegetables,123.92,340,0.32,150.0,26.08
1,14,Bakery,34.7,356,0.09714285714285713,41.0,6.299999999999997
1,14,Beverages,115.58,356,0.32285714285714284,141.0,25.42
1,14,Dairy,62.260000000000005,356,0.1657142857142857,76.0,13.739999999999995
1,14,Meat,32.82,356,0.09428571428571429,39.0,6.18
1,14,Vegetables,110.64,356,0.32,137.0,26.36
1,15,Bakery,35.96000000000001,379,0.09714285714285713,44.0,8.039999999999992
1,15,Beverages,120.58,379,0.32285714285714284,142.0,21.42
1,15,Dairy,62.980000000000004,379,0.1657142857142857,74.0,11.019999999999996
1,15,Meat,38.34,379,0.09428571428571429,46.0,7.659999999999997
1,15,Vegetables,121.14000000000001,379,0.32,135.0,13.859999999999985
1,16,Bakery,31.540000000000003,314,0.09714285714285713,40.0,8.459999999999997
1,16,Beverages,99.88,314,0.32285714285714284,113.0,13.120000000000005
1,16,Dairy,52.07,314,0.1657142857142857,56.0,3.9299999999999997
1,16,Meat,29.18,314,0.09428571428571429,35.0,5.82
1,16,Vegetables,101.33000000000001,314,0.32,117.0,15.669999999999987
1,17,Bakery,28.26,322,0.09714285714285713,35.0,6.739999999999998
1,17,Beverages,108.56,322,0.32285714285714284,125.0,16.439999999999998
1,17,Dairy,52.94,322,0.1657142857142857,66.0,13.060000000000002
1,17,Meat,30.58,322,0.09428571428571429,35.0,4.420000000000002
1,17,Vegetables,101.66,322,0.32,123.0,21.340000000000003
1,18,Bakery,40.2,402,0.09714285714285713,47.0,6.799999999999997
1,18,Beverages,132.48000000000002,402,0.32285714285714284,162.0,29.519999999999982
1,18,Dairy,64.12,402,0.1657142857142857,77.0,12.879999999999995
1,18,Meat,35.58,402,0.09428571428571429,43.0,7.420000000000002
1,18,Vegetables,129.62,402,0.32,145.0,15.379999999999995
1,19,Bakery,38.12,368,0.09714285714285713,41.0,2.8800000000000026
1,19,Beverages,112.9,368,0.32285714285714284,131.0,18.099999999999994
1,19,Dairy,61.14,368,0.1657142857142857,77.0,15.86
1,19,Meat,35.28,368,0.09428571428571429,40.0,4.719999999999999
1,19,Vegetables,120.56,368,0.32,138.0,17.439999999999998
1,20,Bakery,36.760000000000005,375,0.09714285714285713,46.0,9.239999999999995
1,20,Beverages,107.25999999999999,375,0.32285714285714284,126.0,18.74000000000001
1,20,Dairy,65.26,375,0.1657142857142857,75.0,9.739999999999995
1,20,Meat,33.96,375,0.09428571428571429,40.0,6.039999999999999
1,20,Vegetables,131.76,375,0.32,157.0,25.24000000000001
2,1,Bakery,40.96000000000001,466,0.09714285714285713,51.0,10.039999999999992
2,1,Beverages,146.44,466,0.32285714285714284,176.0,29.560000000000002
2,1,Dairy,85.57,466,0.1657142857142857,100.0,14.430000000000007
2,1,Meat,42.620000000000005,466,0.09428571428571429,50.0,7.3799999999999955
2,1,Vegetables,150.41000000000003,466,0.32,169.0,18.589999999999975
2,2,Bakery,29.9,320,0.09714285714285713,34.0,4.100000000000001
2,2,Beverages,103.97999999999999,320,0.32285714285714284,118.0,14.02000000000001
2,2,Dairy,52.18,320,0.1657142857142857,65.0,12.82
2,2,Meat,29.88,320,0.09428571428571429,35.0,5.120000000000001
2,2,Vegetables,104.06,320,0.32,119.0,14.939999999999998
2,3,Bakery,39.22,390,0.09714285714285713,48.0,8.780000000000001
2,3,Beverages,128.48000000000002,390,0.32285714285714284,150.0,21.519999999999982
2,3,Dairy,67.33,390,0.1657142857142857,76.0,8.670000000000002
2,3,Meat,37.78,390,0.09428571428571429,40.0,2.219999999999999
2,3,Vegetables,117.19,390,0.32,139.0,21.810000000000002
2,4,Bakery,32.58,375,0.09714285714285713,38.0,5.420000000000002
2,4,Beverages,115.18,375,0.32285714285714284,140.0,24.819999999999993
2,4,Dairy,66.59,375,0.1657142857142857,79.0,12.409999999999997
2,4,Meat,34.2,375,0.09428571428571429,39.0,4.799999999999997
2,4,Vegetables,126.45,375,0.32,153.0,26.549999999999997
2,5,Bakery,48.92,497,0.09714285714285713,57.0,8.079999999999998
2,5,Beverages,158.54,497,0.32285714285714284,180.0,21.460000000000008
2,5,Dairy,80.63,497,0.1657142857142857,93.0,12.370000000000005
2,5,Meat,49.2,497,0.09428571428571429,63.0,13.799999999999997
2,5,Vegetables,159.71,497,0.32,186.0,26.289999999999992
2,6,Bakery,36.540000000000006,433,0.09714285714285713,42.0,5.459999999999994
2,6,Beverages,138.76,433,0.32285714285714284,162.0,23.24000000000001
2,6,Dairy,71.07000000000001,433,0.1657142857142857,83.0,11.929999999999993
2,6,Meat,33.46,433,0.09428571428571429,40.0,6.539999999999999
2,6,Vegetables,153.17000000000002,433,0.32,183.0,29.829999999999984
2,7,Bakery,26.880000000000003,322,0.09714285714285713,31.0,4.119999999999997
2,7,Beverages,106.9,322,0.32285714285714284,132.0,25.099999999999994
2,7,Dairy,49.22,322,0.1657142857142857,57.0,7.780000000000001
2,7,Meat,30.1,322,0.09428571428571429,34.0,3.8999999999999986
2,7,Vegetables,108.9,322,0.32,129.0,20.099999999999994
2,8,Bakery,43.34,430,0.09714285714285713,47.0,3.6599999999999966
2,8,Beverages,151.84,430,0.32285714285714284,172.0,20.159999999999997
2,8,Dairy,71.57,430,0.1657142857142857,85.0,13.430000000000007
2,8,Meat,40.06,430,0.09428571428571429,46.0,5.939999999999998
2,8,Vegetables,123.19,430,0.32,143.0,19.810000000000002
2,9,Bakery,40.6,427,0.09714285714285713,50.0,9.399999999999999
2,9,Beverages,138.04,427,0.32285714285714284,154.0,15.960000000000008
2,9,Dairy,68.03,427,0.1657142857142857,85.0,16.97
2,9,Meat,38.26,427,0.09428571428571429,47.0,8.740000000000002
2,9,Vegetables,142.07,427,0.32,169.0,26.930000000000007
2,10,Bakery,52.36,497,0.09714285714285713,63.0,10.64
2,10,Beverages,168.76,497,0.32285714285714284,203.0,34.24000000000001
2,10,Dairy,81.81,497,0.1657142857142857,94.0,12.189999999999998
2,10,Meat,50.82,497,0.09428571428571429,63.0,12.18
2,10,Vegetables,143.25,497,0.32,170.0,26.75
2,11,Bakery,41.14,453,0.09714285714285713,50.0,8.86
2,11,Beverages,148.28,453,0.32285714285714284,176.0,27.72
2,11,Dairy,73.68,453,0.1657142857142857,84.0,10.319999999999993
2,11,Meat,44.8,453,0.09428571428571429,55.0,10.200000000000003
2,11,Vegetables,145.1,453,0.32,165.0,19.900000000000006
2,12,Bakery,44.44,472,0.09714285714285713,54.0,9.560000000000002
2,12,Beverages,147.22,472,0.32285714285714284,169.0,21.78
2,12,Dairy,75.16,472,0.1657142857142857,88.0,12.840000000000003
2,12,Meat,42.56,472,0.09428571428571429,53.0,10.439999999999998
2,12,Vegetables,162.62,472,0.32,180.0,17.379999999999995
2,13,Bakery,40.74,432,0.09714285714285713,47.0,6.259999999999998
2,13,Beverages,150.82,432,0.32285714285714284,184.0,33.18000000000001
2,13,Dairy,66.0,432,0.1657142857142857,79.0,13.0
2,13,Meat,42.120000000000005,432,0.09428571428571429,46.0,3.8799999999999955
2,13,Vegetables,132.32,432,0.32,152.0,19.680000000000007
2,14,Bakery,33.56,322,0.09714285714285713,44.0,10.439999999999998
2,14,Beverages,84.82,322,0.32285714285714284,105.0,20.180000000000007
2,14,Dairy,53.95,322,0.1657142857142857,64.0,10.049999999999997
2,14,Meat,32.0,322,0.09428571428571429,39.0,7.0
2,14,Vegetables,117.66999999999999,322,0.32,135.0,17.330000000000013
2,15,Bakery,37.88,422,0.09714285714285713,45.0,7.119999999999997
2,15,Beverages,150.72,422,0.32285714285714284,182.0,31.28
2,15,Dairy,74.02,422,0.1657142857142857,86.0,11.980000000000004
2,15,Meat,35.620000000000005,422,0.09428571428571429,39.0,3.3799999999999955
2,15,Vegetables,123.76,422,0.32,153.0,29.239999999999995
2,16,Bakery,33.14,362,0.09714285714285713,39.0,5.859999999999999
2,16,Beverages,126.14,362,0.32285714285714284,150.0,23.86
2,16,Dairy,64.06,362,0.1657142857142857,79.0,14.939999999999998
2,16,Meat,30.16,362,0.09428571428571429,34.0,3.84
2,16,Vegetables,108.5,362,0.32,131.0,22.5
2,17,Bakery,37.760000000000005,485,0.09714285714285713,47.0,9.239999999999995
2,17,Beverages,170.32,485,0.32285714285714284,215.0,44.68000000000001
2,17,Dairy,80.18,485,0.1657142857142857,99.0,18.819999999999993
2,17,Meat,40.66,485,0.09428571428571429,50.0,9.340000000000003
2,17,Vegetables,156.07999999999998,485,0.32,178.0,21.920000000000016
2,18,Bakery,31.320000000000004,336,0.09714285714285713,35.0,3.679999999999996
2,18,Beverages,104.38,336,0.32285714285714284,123.0,18.620000000000005
2,18,Dairy,50.45,336,0.1657142857142857,62.0,11.549999999999997
2,18,Meat,28.68,336,0.09428571428571429,37.0,8.32
2,18,Vegetables,121.17,336,0.32,134.0,12.829999999999998
2,19,Bakery,34.959999999999994,370,0.09714285714285713,44.0,9.040000000000006
2,19,Beverages,123.03999999999999,370,0.32285714285714284,144.0,20.960000000000008
2,19,Dairy,67.43,370,0.1657142857142857,77.0,9.569999999999993
2,19,Meat,31.64,370,0.09428571428571429,37.0,5.359999999999999
2,19,Vegetables,112.93,370,0.32,128.0,15.069999999999993
2,20,Bakery,38.06,400,0.09714285714285713,44.0,5.939999999999998
2,20,Beverages,132.9,400,0.32285714285714284,144.0,11.099999999999994
2,20,Dairy,64.41,400,0.1657142857142857,79.0,14.590000000000003
2,20,Meat,37.8,400,0.09428571428571429,43.0,5.200000000000003
2,20,Vegetables,126.83,400,0.32,146.0,19.17
3,1,Bakery,43.260000000000005,401,0.09714285714285713,50.0,6.739999999999995
3,1,Beverages,119.38,401,0.32285714285714284,139.0,19.620000000000005
3,1,Dairy,64.66,401,0.1657142857142857,80.0,15.340000000000003
3,1,Meat,43.42,401,0.09428571428571429,57.0,13.579999999999998
3,1,Vegetables,130.28,401,0.32,145.0,14.719999999999999
3,2,Bakery,40.980000000000004,348,0.09714285714285713,53.0,12.019999999999996
3,2,Beverages,100.84,348,0.32285714285714284,121.0,20.159999999999997
3,2,Dairy,66.08,348,0.1657142857142857,81.0,14.920000000000002
3,2,Meat,32.04,348,0.09428571428571429,41.0,8.96
3,2,Vegetables,108.06,348,0.32,136.0,27.939999999999998
3,3,Bakery,36.16,398,0.09714285714285713,40.0,3.8400000000000034
3,3,Beverages,129.76,398,0.32285714285714284,155.0,25.24000000000001
3,3,Dairy,72.26,398,0.1657142857142857,82.0,9.739999999999995
3,3,Meat,39.68,398,0.09428571428571429,48.0,8.32
3,3,Vegetables,120.14,398,0.32,135.0,14.86
3,4,Bakery,34.940000000000005,370,0.09714285714285713,41.0,6.059999999999995
3,4,Beverages,108.98,370,0.32285714285714284,134.0,25.019999999999996
3,4,Dairy,63.379999999999995,370,0.1657142857142857,74.0,10.620000000000005
3,4,Meat,32.480000000000004,370,0.09428571428571429,36.0,3.519999999999996
3,4,Vegetables,130.22,370,0.32,153.0,22.78
3,5,Bakery,39.22,367,0.09714285714285713,45.0,5.780000000000001
3,5,Beverages,102.25999999999999,367,0.32285714285714284,118.0,15.740000000000009
3,5,Dairy,65.11000000000001,367,0.1657142857142857,80.0,14.889999999999986
3,5,Meat,37.78,367,0.09428571428571429,42.0,4.219999999999999
3,5,Vegetables,122.63,367,0.32,151.0,28.370000000000005
3,6,Bakery,38.92,348,0.09714285714285713,42.0,3.0799999999999983
3,6,Beverages,102.7,348,0.32285714285714284,124.0,21.299999999999997
3,6,Dairy,59.75,348,0.1657142857142857,71.0,11.25
3,6,Meat,30.9,348,0.09428571428571429,36.0,5.100000000000001
3,6,Vegetables,115.73,348,0.32,131.0,15.269999999999996
3,7,Bakery,34.64,339,0.09714285714285713,42.0,7.359999999999999
3,7,Beverages,104.66,339,0.32285714285714284,130.0,25.340000000000003
3,7,Dairy,60.910000000000004,339,0.1657142857142857,71.0,10.089999999999996
3,7,Meat,35.34,339,0.09428571428571429,44.0,8.659999999999997
3,7,Vegetables,103.45,339,0.32,120.0,16.549999999999997
3,8,Bakery,38.3,411,0.09714285714285713,46.0,7.700000000000003
3,8,Beverages,142.46,411,0.32285714285714284,166.0,23.539999999999992
3,8,Dairy,67.73,411,0.1657142857142857,80.0,12.269999999999996
3,8,Meat,37.46,411,0.09428571428571429,42.0,4.539999999999999
3,8,Vegetables,125.05,411,0.32,153.0,27.950000000000003
3,9,Bakery,34.08,402,0.09714285714285713,40.0,5.920000000000002
3,9,Beverages,122.80000000000001,402,0.32285714285714284,143.0,20.19999999999999
3,9,Dairy,62.769999999999996,402,0.1657142857142857,80.0,17.230000000000004
3,9,Meat,39.38,402,0.09428571428571429,51.0,11.619999999999997
3,9,Vegetables,142.97,402,0.32,172.0,29.03
3,10,Bakery,37.400000000000006,354,0.09714285714285713,46.0,8.599999999999994
3,10,Beverages,115.9,354,0.32285714285714284,134.0,18.099999999999994
3,10,Dairy,56.21,354,0.1657142857142857,67.0,10.79
3,10,Meat,36.3,354,0.09428571428571429,46.0,9.700000000000003
3,10,Vegetables,108.19,354,0.32,123.0,14.810000000000002
3,11,Bakery,27.180000000000003,326,0.09714285714285713,33.0,5.819999999999997
3,11,Beverages,122.24,326,0.32285714285714284,148.0,25.760000000000005
3,11,Dairy,51.24,326,0.1657142857142857,62.0,10.759999999999998
3,11,Meat,27.240000000000002,326,0.09428571428571429,34.0,6.759999999999998
3,11,Vegetables,98.1,326,0.32,110.0,11.900000000000006
3,12,Bakery,42.599999999999994,402,0.09714285714285713,53.0,10.400000000000006
3,12,Beverages,121.32,402,0.32285714285714284,147.0,25.680000000000007
3,12,Dairy,61.61,402,0.1657142857142857,68.0,6.390000000000001
3,12,Meat,41.92,402,0.09428571428571429,46.0,4.079999999999998
3,12,Vegetables,134.55,402,0.32,151.0,16.44999999999999
3,13,Bakery,38.5,375,0.09714285714285713,44.0,5.5
3,13,Beverages,112.4,375,0.32285714285714284,133.0,20.599999999999994
3,13,Dairy,60.37,375,0.1657142857142857,76.0,15.630000000000003
3,13,Meat,38.8,375,0.09428571428571429,44.0,5.200000000000003
3,13,Vegetables,124.93,375,0.32,146.0,21.069999999999993
3,14,Bakery,41.2,461,0.09714285714285713,47.0,5.799999999999997
3,14,Beverages,145.2,461,0.32285714285714284,178.0,32.80000000000001
3,14,Dairy,77.7,461,0.1657142857142857,92.0,14.299999999999997
3,14,Meat,42.28,461,0.09428571428571429,49.0,6.719999999999999
3,14,Vegetables,154.62,461,0.32,179.0,24.379999999999995
3,15,Bakery,41.78,485,0.09714285714285713,51.0,9.219999999999999
3,15,Beverages,162.44,485,0.32285714285714284,202.0,39.56
3,15,Dairy,78.08,485,0.1657142857142857,92.0,13.920000000000002
3,15,Meat,37.4,485,0.09428571428571429,44.0,6.600000000000001
3,15,Vegetables,165.3,485,0.32,193.0,27.69999999999999
3,16,Bakery,42.64,440,0.09714285714285713,53.0,10.36
3,16,Beverages,132.56,440,0.32285714285714284,166.0,33.44
3,16,Dairy,74.54,440,0.1657142857142857,89.0,14.459999999999994
3,16,Meat,40.24,440,0.09428571428571429,48.0,7.759999999999998
3,16,Vegetables,150.02,440,0.32,184.0,33.97999999999999
3,17,Bakery,45.10000000000001,439,0.09714285714285713,52.0,6.8999999999999915
3,17,Beverages,139.14,439,0.32285714285714284,161.0,21.860000000000014
3,17,Dairy,73.82000000000001,439,0.1657142857142857,84.0,10.179999999999993
3,17,Meat,44.06,439,0.09428571428571429,52.0,7.939999999999998
3,17,Vegetables,136.88,439,0.32,150.0,13.120000000000005
3,18,Bakery,35.0,362,0.09714285714285713,44.0,9.0
3,18,Beverages,129.82,362,0.32285714285714284,162.0,32.18000000000001
3,18,Dairy,61.629999999999995,362,0.1657142857142857,71.0,9.370000000000005
3,18,Meat,29.96,362,0.09428571428571429,36.0,6.039999999999999
3,18,Vegetables,105.59,362,0.32,134.0,28.409999999999997
3,19,Bakery,36.72,405,0.09714285714285713,46.0,9.280000000000001
3,19,Beverages,125.26,405,0.32285714285714284,146.0,20.739999999999995
3,19,Dairy,61.84,405,0.1657142857142857,70.0,8.159999999999997
3,19,Meat,35.64,405,0.09428571428571429,43.0,7.359999999999999
3,19,Vegetables,145.54,405,0.32,177.0,31.460000000000008
3,20,Bakery,38.78,398,0.09714285714285713,45.0,6.219999999999999
3,20,Beverages,112.84,398,0.32285714285714284,135.0,22.159999999999997
3,20,Dairy,66.52,398,0.1657142857142857,83.0,16.480000000000004
3,20,Meat,36.78,398,0.09428571428571429,44.0,7.219999999999999
3,20,Vegetables,143.07999999999998,398,0.32,165.0,21.920000000000016
4,1,Bakery,48.68000000000001,461,0.09714285714285713,55.0,6.319999999999993
4,1,Beverages,145.48000000000002,461,0.32285714285714284,180.0,34.51999999999998
4,1,Dairy,79.05,461,0.1657142857142857,98.0,18.950000000000003
4,1,Meat,49.54,461,0.09428571428571429,58.0,8.46
4,1,Vegetables,138.25,461,0.32,169.0,30.75
4,2,Bakery,40.14,407,0.09714285714285713,49.0,8.86
4,2,Beverages,137.32,407,0.32285714285714284,165.0,27.680000000000007
4,2,Dairy,71.34,407,0.1657142857142857,80.0,8.659999999999997
4,2,Meat,38.1,407,0.09428571428571429,44.0,5.899999999999999
4,2,Vegetables,120.1,407,0.32,135.0,14.900000000000006
4,3,Bakery,40.54,415,0.09714285714285713,47.0,6.460000000000001
4,3,Beverages,133.57999999999998,415,0.32285714285714284,156.0,22.420000000000016
4,3,Dairy,74.0,415,0.1657142857142857,88.0,14.0
4,3,Meat,40.78,415,0.09428571428571429,45.0,4.219999999999999
4,3,Vegetables,126.1,415,0.32,151.0,24.900000000000006
4,4,Bakery,43.58,455,0.09714285714285713,55.0,11.420000000000002
4,4,Beverages,139.48000000000002,455,0.32285714285714284,157.0,17.519999999999982
4,4,Dairy,83.99,455,0.1657142857142857,103.0,19.010000000000005
4,4,Meat,39.72,455,0.09428571428571429,47.0,7.280000000000001
4,4,Vegetables,148.23000000000002,455,0.32,165.0,16.769999999999982
4,5,Bakery,46.7,457,0.09714285714285713,55.0,8.299999999999997
4,5,Beverages,137.76,457,0.32285714285714284,167.0,29.24000000000001
4,5,Dairy,78.67,457,0.1657142857142857,95.0,16.33
4,5,Meat,45.04,457,0.09428571428571429,53.0,7.960000000000001
4,5,Vegetables,148.83,457,0.32,175.0,26.169999999999987
4,6,Bakery,35.38,370,0.09714285714285713,39.0,3.6199999999999974
4,6,Beverages,122.18,370,0.32285714285714284,145.0,22.819999999999993
4,6,Dairy,64.09,370,0.1657142857142857,78.0,13.909999999999997
4,6,Meat,33.480000000000004,370,0.09428571428571429,41.0,7.519999999999996
4,6,Vegetables,114.87,370,0.32,141.0,26.129999999999995
4,7,Bakery,49.1,470,0.09714285714285713,60.0,10.899999999999999
4,7,Beverages,151.0,470,0.32285714285714284,183.0,32.0
4,7,Dairy,80.11,470,0.1657142857142857,99.0,18.89
4,7,Meat,51.38,470,0.09428571428571429,57.0,5.619999999999997
4,7,Vegetables,138.41,470,0.32,165.0,26.590000000000003
4,8,Bakery,42.300000000000004,429,0.09714285714285713,48.0,5.699999999999996
4,8,Beverages,160.94,429,0.32285714285714284,192.0,31.060000000000002
4,8,Dairy,64.63,429,0.1657142857142857,72.0,7.3700000000000045
4,8,Meat,35.04,429,0.09428571428571429,38.0,2.960000000000001
4,8,Vegetables,126.09,429,0.32,147.0,20.909999999999997
4,9,Bakery,33.78,320,0.09714285714285713,38.0,4.219999999999999
4,9,Beverages,99.18,320,0.32285714285714284,123.0,23.819999999999993
4,9,Dairy,56.73,320,0.1657142857142857,66.0,9.270000000000003
4,9,Meat,32.5,320,0.09428571428571429,38.0,5.5
4,9,Vegetables,97.81,320,0.32,115.0,17.189999999999998
4,10,Bakery,31.0,331,0.09714285714285713,35.0,4.0
4,10,Beverages,113.86,331,0.32285714285714284,137.0,23.14
4,10,Dairy,53.74,331,0.1657142857142857,67.0,13.259999999999998
4,10,Meat,32.38,331,0.09428571428571429,39.0,6.619999999999997
4,10,Vegetables,100.02000000000001,331,0.32,112.0,11.97999999999999
4,11,Bakery,28.4,362,0.09714285714285713,32.0,3.6000000000000014
4,11,Beverages,127.34,362,0.32285714285714284,149.0,21.659999999999997
4,11,Dairy,56.67,362,0.1657142857142857,64.0,7.329999999999998
4,11,Meat,34.44,362,0.09428571428571429,38.0,3.5600000000000023
4,11,Vegetables,115.15,362,0.32,129.0,13.849999999999994
4,12,Bakery,49.04,438,0.09714285714285713,60.0,10.96
4,12,Beverages,126.68,438,0.32285714285714284,156.0,29.319999999999993
4,12,Dairy,81.47999999999999,438,0.1657142857142857,98.0,16.52000000000001
4,12,Meat,44.16,438,0.09428571428571429,51.0,6.840000000000003
4,12,Vegetables,136.64,438,0.32,165.0,28.360000000000014
4,13,Bakery,39.02,441,0.09714285714285713,45.0,5.979999999999997
4,13,Beverages,157.56,441,0.32285714285714284,180.0,22.439999999999998
4,13,Dairy,76.45,441,0.1657142857142857,88.0,11.549999999999997
4,13,Meat,36.44,441,0.09428571428571429,42.0,5.560000000000002
4,13,Vegetables,131.53,441,0.32,156.0,24.47
4,14,Bakery,48.84,425,0.09714285714285713,55.0,6.159999999999997
4,14,Beverages,123.62,425,0.32285714285714284,137.0,13.379999999999995
4,14,Dairy,72.75,425,0.1657142857142857,89.0,16.25
4,14,Meat,42.82,425,0.09428571428571429,55.0,12.18
4,14,Vegetables,136.97,425,0.32,174.0,37.03
4,15,Bakery,42.42,380,0.09714285714285713,48.0,5.579999999999998
4,15,Beverages,108.3,380,0.32285714285714284,133.0,24.700000000000003
4,15,Dairy,66.7,380,0.1657142857142857,79.0,12.299999999999997
4,15,Meat,39.74,380,0.09428571428571429,44.0,4.259999999999998
4,15,Vegetables,122.84,380,0.32,154.0,31.159999999999997
4,16,Bakery,36.96,432,0.09714285714285713,41.0,4.039999999999999
4,16,Beverages,157.74,432,0.32285714285714284,184.0,26.25999999999999
4,16,Dairy,74.81,432,0.1657142857142857,86.0,11.189999999999998
4,16,Meat,35.3,432,0.09428571428571429,42.0,6.700000000000003
4,16,Vegetables,127.19,432,0.32,149.0,21.810000000000002
4,17,Bakery,34.980000000000004,355,0.09714285714285713,42.0,7.019999999999996
4,17,Beverages,106.92,355,0.32285714285714284,124.0,17.08
4,17,Dairy,61.41,355,0.1657142857142857,74.0,12.590000000000003
4,17,Meat,30.8,355,0.09428571428571429,35.0,4.199999999999999
4,17,Vegetables,120.89,355,0.32,146.0,25.11
4,18,Bakery,46.38,499,0.09714285714285713,55.0,8.619999999999997
4,18,Beverages,152.66,499,0.32285714285714284,184.0,31.340000000000003
4,18,Dairy,83.31,499,0.1657142857142857,102.0,18.689999999999998
4,18,Meat,48.74,499,0.09428571428571429,58.0,9.259999999999998
4,18,Vegetables,167.91000000000003,499,0.32,199.0,31.089999999999975
4,19,Bakery,36.7,399,0.09714285714285713,46.0,9.299999999999997
4,19,Beverages,132.18,399,0.32285714285714284,148.0,15.819999999999993
4,19,Dairy,67.52000000000001,399,0.1657142857142857,77.0,9.47999999999999
4,19,Meat,36.480000000000004,399,0.09428571428571429,42.0,5.519999999999996
4,19,Vegetables,126.12,399,0.32,148.0,21.879999999999995
